,total_cup_points,species,country_of_origin,variety,aroma,aftertaste,acidity,body,balance,sweetness,altitude_mean_meters,moisture,specialty
667,82.5,Arabica,Mexico,Typica,7.67,7.33,7.67,7.5,7.33,10.0,1100.0,0.12,Yes
668,82.5,Arabica,Mexico,Typica,7.92,7.33,7.58,7.25,7.42,10.0,1650.0,0.11,Yes
670,82.5,Arabica,Brazil,Bourbon,7.67,7.33,7.67,7.5,7.5,10.0,1250.0,0.0,Yes
671,82.5,Arabica,Colombia,Caturra,7.67,7.33,7.5,7.25,7.67,10.0,1775.0,0.11,Yes
674,82.42,Arabica,Other,Other,7.42,7.17,7.58,7.58,7.5,10.0,1500.0,0.12,No
675,82.42,Arabica,Guatemala,Bourbon,7.58,7.33,7.75,7.33,7.5,10.0,1700.0,0.1,No
676,82.42,Arabica,Guatemala,Bourbon,7.67,7.25,7.67,7.42,7.33,10.0,1700.0,0.12,No
677,82.42,Arabica,Guatemala,Bourbon,7.58,7.25,7.67,7.5,7.5,10.0,157.8864,0.12,No
679,82.42,Arabica,Colombia,Caturra,5.08,7.83,7.75,7.83,8.08,10.0,1600.0,0.11,No
680,82.42,Arabica,Other,Other,7.67,7.42,7.5,7.42,7.42,10.0,1600.0,0.1,No
682,82.42,Arabica,Other,Other,7.67,7.42,7.42,7.67,7.42,10.0,2285.0,0.13,No
683,82.42,Arabica,Brazil,Other,7.17,7.33,7.5,7.75,7.42,10.0,1.0,0.0,No
684,82.42,Arabica,Guatemala,Caturra,7.5,7.5,7.67,7.42,7.5,10.0,1400.0,0.1,No
685,82.42,Arabica,Mexico,Typica,7.42,7.42,7.58,7.42,7.5,10.0,1296.0,0.11,No
686,82.42,Arabica,Brazil,Catuai,7.58,7.33,7.5,7.5,7.42,10.0,1000.0,0.12,No
688,82.42,Arabica,Brazil,Other,7.25,7.25,7.5,7.42,7.5,10.0,1260.0,0.0,No
689,82.42,Arabica,Mexico,Bourbon,7.5,7.5,7.92,7.42,7.67,10.0,1170.0,0.12,No
691,82.42,Arabica,Colombia,Caturra,7.67,7.33,7.5,7.58,7.5,10.0,1775.0,0.11,No
692,82.42,Arabica,Mexico,Typica,7.5,7.42,7.67,7.42,7.58,10.0,1560.0,0.12,No
693,82.42,Arabica,Mexico,Typica,7.42,7.5,7.42,7.58,7.5,10.0,1400.0,0.13,No
694,82.42,Arabica,Mexico,Typica,7.42,7.33,7.58,7.5,7.5,10.0,1300.0,0.14,No
695,82.42,Arabica,Mexico,Caturra,7.75,7.25,7.58,7.58,7.33,10.0,1170.0,0.13,No
696,82.42,Arabica,Mexico,Typica,7.5,7.33,7.5,7.5,7.5,10.0,1300.0,0.11,No
697,82.42,Arabica,Mexico,Other,7.58,7.17,7.5,7.5,7.5,10.0,1350.0,0.14,No
698,82.42,Arabica,Mexico,Caturra,7.58,7.33,7.58,7.5,7.5,10.0,1150.0,0.11,No
699,82.42,Arabica,Mexico,Bourbon,7.67,7.33,7.42,7.58,7.33,10.0,1250.0,0.13,No
700,82.42,Arabica,Mexico,Typica,7.83,7.42,7.67,7.17,7.33,10.0,1450.0,0.12,No
701,82.42,Arabica,Colombia,Caturra,7.67,7.25,7.42,7.5,7.67,10.0,442.0,0.0,No
703,82.42,Arabica,Colombia,Caturra,7.33,7.17,7.58,7.42,7.58,10.0,1750.0,0.0,No
705,82.33,Arabica,Other,Caturra,7.5,7.33,7.5,7.42,7.42,10.0,1396.0,0.1,No
706,82.33,Arabica,Brazil,Catuai,7.33,7.5,7.33,7.5,7.5,10.0,982.0,0.11,No
708,82.33,Arabica,Brazil,Bourbon,7.5,7.42,7.5,7.42,7.5,10.0,934.0,0.11,No
709,82.33,Arabica,Other,Caturra,7.75,7.25,7.25,7.42,7.67,10.0,1850.0,0.1,No
710,82.33,Arabica,Other,Catuai,7.75,7.5,7.5,7.33,7.58,10.0,1550.0,0.0,No
711,82.33,Arabica,Other,Other,7.5,7.42,7.5,7.42,7.42,10.0,1580.0,0.12,No
712,82.33,Arabica,Brazil,Bourbon,8.25,7.25,8.33,8.17,8.08,10.0,1268.0,0.07,No
714,82.33,Arabica,Guatemala,Bourbon,7.5,7.17,7.83,7.5,7.5,10.0,1676.4,0.1,No
715,82.33,Arabica,Other,Other,7.33,7.42,7.58,7.33,7.5,10.0,1450.0,0.12,No
716,82.33,Arabica,Brazil,Bourbon,7.75,7.67,8.08,8.08,8.0,6.67,1100.0,0.11,No
717,82.33,Arabica,Guatemala,Other,7.58,7.5,7.58,7.75,7.5,10.0,1524.0,0.12,No
719,82.33,Arabica,Colombia,Caturra,7.42,7.5,7.17,7.08,8.33,10.0,1300.0,0.1,No
720,82.33,Arabica,Taiwan,Typica,7.5,7.5,7.5,7.5,7.5,10.0,200.0,0.11,No
721,82.33,Arabica,Taiwan,Typica,7.5,7.5,7.5,7.5,7.5,10.0,600.0,0.11,No
722,82.33,Arabica,Guatemala,Bourbon,7.5,7.58,7.5,7.5,7.58,10.0,1310.64,0.12,No
723,82.33,Arabica,Colombia,Caturra,7.5,7.5,7.5,7.5,7.58,10.0,1750.0,0.0,No
724,82.33,Arabica,Mexico,Typica,7.67,7.42,7.5,7.42,7.42,10.0,1300.0,0.12,No
726,82.33,Arabica,Guatemala,Bourbon,7.67,7.33,7.67,7.5,7.33,10.0,1752.6,0.11,No
727,82.33,Arabica,Mexico,Typica,7.58,7.58,7.33,7.0,7.58,10.0,441.0,0.15,No
728,82.33,Arabica,Mexico,Bourbon,7.67,7.5,7.58,7.5,7.5,10.0,1170.0,0.13,No
729,82.33,Arabica,Guatemala,Bourbon,7.5,7.33,7.5,7.33,7.5,10.0,1310.64,0.1,No
730,82.33,Arabica,Brazil,Other,7.58,7.42,7.5,7.5,7.42,10.0,1100.0,0.12,No
731,82.33,Arabica,Mexico,Typica,8.0,7.33,7.33,7.08,7.67,10.0,1300.0,0.11,No
732,82.33,Arabica,Brazil,Other,7.58,7.25,7.58,7.42,7.5,10.0,950.0,0.11,No
733,82.33,Arabica,Colombia,Caturra,7.83,7.33,7.25,7.58,7.42,10.0,442.0,0.0,No
734,82.25,Arabica,Brazil,Catuai,7.58,7.25,7.42,7.67,7.33,10.0,1100.0,0.09,No
736,82.25,Arabica,Guatemala,Other,7.67,7.25,7.67,7.42,7.42,10.0,1450.0,0.11,No
737,82.25,Arabica,Brazil,Other,7.42,7.5,7.08,7.5,7.42,10.0,1.0,0.0,No
738,82.25,Arabica,Other,Bourbon,7.58,7.5,7.67,7.83,8.42,9.33,1500.0,0.12,No
739,82.25,Arabica,Other,Catuai,7.58,7.42,7.58,7.42,7.42,10.0,1350.0,0.11,No
740,82.25,Arabica,Other,Other,7.58,7.33,7.42,7.58,7.5,10.0,1180.0,0.13,No
741,82.25,Arabica,Brazil,Bourbon,7.75,7.42,7.42,7.33,7.33,10.0,1100.0,0.11,No
742,82.25,Arabica,Taiwan,Typica,7.5,7.5,7.5,7.5,7.5,10.0,650.0,0.11,No
743,82.25,Arabica,Mexico,Other,7.58,7.42,7.42,7.42,7.42,10.0,1338.0,0.12,No
745,82.25,Arabica,Mexico,Bourbon,7.58,7.5,7.17,7.42,7.42,10.0,533.0,0.16,No
746,82.25,Arabica,Guatemala,Bourbon,7.5,7.33,7.58,7.67,7.33,10.0,1390.8024,0.11,No
747,82.25,Arabica,Mexico,Bourbon,7.5,7.42,7.67,7.33,7.42,10.0,1170.0,0.13,No
748,82.25,Arabica,Mexico,Typica,7.67,7.33,7.5,7.42,7.42,10.0,1250.0,0.12,No
750,82.25,Arabica,Mexico,Typica,7.33,7.42,7.67,7.33,7.5,10.0,1100.0,0.11,No
751,82.25,Arabica,Mexico,Typica,7.42,7.42,7.58,7.42,7.5,10.0,900.0,0.1,No
752,82.25,Arabica,Colombia,Caturra,7.5,7.67,7.33,7.58,7.33,10.0,1750.0,0.12,No
753,82.25,Arabica,Colombia,Caturra,7.67,7.33,7.33,7.5,7.5,10.0,1775.0,0.11,No
756,82.17,Arabica,Brazil,Bourbon,7.42,7.5,7.42,7.42,7.5,10.0,934.0,0.11,No
757,82.17,Arabica,Other,Caturra,7.5,7.17,7.42,7.5,7.5,10.0,1500.0,0.11,No
759,82.17,Arabica,Other,Bourbon,7.58,7.42,7.33,7.5,7.42,10.0,1650.0,0.13,No
760,82.17,Arabica,Other,Other,7.42,7.42,7.5,7.5,7.33,10.0,1600.0,0.12,No
761,82.17,Arabica,Brazil,Other,6.92,7.42,7.33,7.83,7.5,10.0,1.0,0.0,No
763,82.17,Arabica,Other,Catuai,7.67,7.25,7.42,7.58,7.42,10.0,1350.0,0.11,No
764,82.17,Arabica,Guatemala,Bourbon,7.42,7.5,7.5,7.42,7.5,10.0,1500.0,0.09,No
766,82.17,Arabica,Other,Other,7.75,7.42,7.58,7.33,7.42,10.0,1700.0,0.12,No
767,82.17,Arabica,Mexico,Other,7.42,7.17,7.42,7.33,8.17,10.0,1100.0,0.12,No
768,82.17,Arabica,Mexico,Other,7.5,7.33,7.42,7.5,7.42,10.0,1400.0,0.1,No
769,82.17,Arabica,Taiwan,Typica,7.5,7.5,7.5,7.5,7.5,10.0,1200.0,0.11,No
770,82.17,Arabica,Taiwan,Typica,7.67,7.5,7.17,7.17,7.58,10.0,800.0,0.0,No
771,82.17,Arabica,Colombia,Caturra,7.33,7.25,7.58,7.75,7.5,10.0,1750.0,0.0,No
772,82.17,Arabica,Mexico,Typica,7.5,7.0,7.5,7.33,7.5,10.0,1144.0,0.15,No
773,82.17,Arabica,Guatemala,Caturra,7.25,7.0,7.75,8.17,7.75,9.33,1350.0,0.12,No
774,82.17,Arabica,Mexico,Typica,7.5,7.25,7.5,7.5,7.33,10.0,1000.0,0.12,No
775,82.17,Arabica,Mexico,Typica,7.0,7.5,7.5,7.42,7.5,10.0,1200.0,0.1,No
777,82.08,Arabica,Other,Bourbon,7.5,7.42,7.42,7.5,7.42,10.0,1300.0,0.15,No
779,82.08,Arabica,Brazil,Bourbon,7.42,7.42,7.5,7.42,7.25,10.0,894.0,0.11,No
780,82.08,Arabica,Brazil,Other,7.25,7.58,7.58,7.25,7.92,10.0,1.0,0.0,No
781,82.08,Arabica,Other,Caturra,7.75,7.42,7.25,7.17,7.42,10.0,1300.0,0.0,No
782,82.08,Arabica,Other,Bourbon,7.42,7.42,7.42,7.5,7.58,10.0,1500.0,0.12,No
783,82.08,Arabica,Other,Other,7.42,7.5,7.33,7.33,7.5,10.0,1600.0,0.12,No
785,82.08,Arabica,Other,Caturra,7.58,7.33,7.33,7.5,7.67,10.0,13.0,0.11,No
787,82.08,Arabica,Mexico,Typica,7.42,7.5,7.33,7.42,7.42,10.0,1300.0,0.13,No
788,82.08,Arabica,Mexico,Typica,7.5,7.42,7.5,7.25,7.5,10.0,1800.0,0.13,No
789,82.08,Arabica,Mexico,Typica,7.67,7.25,7.58,7.42,7.33,10.0,1250.0,0.11,No
790,82.08,Arabica,Other,Other,7.67,7.17,7.08,7.67,7.08,10.0,1040.0,0.12,No
791,82.08,Arabica,Mexico,Typica,7.58,7.25,7.75,7.33,7.42,10.0,1250.0,0.11,No
794,82.0,Arabica,Other,Caturra,7.5,7.17,7.5,7.5,7.42,10.0,1600.0,0.12,No
795,82.0,Arabica,Other,Caturra,7.5,7.25,7.33,7.42,7.5,10.0,1600.0,0.1,No
796,82.0,Arabica,Brazil,Bourbon,7.5,7.42,7.5,7.33,7.42,10.0,944.0,0.11,No
797,82.0,Arabica,Other,Other,7.67,7.33,7.42,7.42,7.42,10.0,1650.0,0.13,No
798,82.0,Arabica,Other,Other,7.42,7.25,7.33,7.5,7.5,10.0,1250.0,0.12,No
799,82.0,Arabica,Other,Other,7.42,7.33,7.58,7.33,7.42,10.0,1350.0,0.12,No
800,82.0,Arabica,Other,Other,7.5,7.33,7.58,7.33,7.5,10.0,2500.0,0.13,No
801,82.0,Arabica,Taiwan,Typica,7.33,7.17,7.42,7.5,7.33,10.0,600.0,0.09,No
803,82.0,Arabica,Other,Catuai,7.5,7.33,7.33,7.75,7.5,10.0,1300.0,0.1,No
804,82.0,Arabica,Other,Caturra,7.33,7.33,7.5,7.5,7.83,10.0,1400.0,0.11,No
805,82.0,Arabica,Colombia,Caturra,7.33,7.58,7.5,7.5,7.58,10.0,1900.0,0.11,No
806,82.0,Arabica,Taiwan,Typica,7.42,7.33,7.42,8.0,7.5,10.0,650.0,0.12,No
807,82.0,Arabica,Brazil,Other,7.33,7.42,7.17,7.33,7.42,10.0,1038.5,0.11,No
808,82.0,Arabica,Mexico,Typica,7.67,7.25,7.5,7.42,7.42,10.0,940.0,0.12,No
809,82.0,Arabica,Brazil,Other,7.42,7.33,7.5,7.33,7.5,10.0,1000.0,0.12,No
810,82.0,Arabica,Brazil,Catuai,7.42,7.25,7.5,7.5,7.42,10.0,1050.0,0.11,No
812,82.0,Arabica,Brazil,Other,7.58,7.17,7.5,7.5,7.42,10.0,950.0,0.12,No
813,82.0,Arabica,Guatemala,Bourbon,7.75,7.33,7.42,7.75,7.67,9.33,1402.08,0.0,No
814,82.0,Arabica,Colombia,Caturra,7.33,7.08,7.42,7.5,7.67,10.0,1775.0,0.07,No
815,81.92,Arabica,Guatemala,Bourbon,7.58,7.25,7.58,7.58,7.5,10.0,1901.0,0.1,No
816,81.92,Arabica,Guatemala,Bourbon,7.5,7.25,7.42,7.42,7.42,10.0,1219.2,0.11,No
817,81.92,Arabica,Other,Caturra,7.58,7.25,7.33,7.42,7.5,10.0,1400.0,0.12,No
818,81.92,Arabica,Brazil,Catuai,7.42,7.33,7.5,7.5,7.33,10.0,1020.0,0.11,No
819,81.92,Arabica,Other,Bourbon,7.67,7.33,7.5,7.5,7.67,9.33,1250.0,0.11,No
820,81.92,Arabica,Guatemala,Catuai,7.58,7.17,7.83,7.17,7.33,10.0,1550.0,0.11,No
821,81.92,Arabica,Other,Other,7.33,7.33,7.42,7.5,7.58,10.0,1877.0,0.12,No
823,81.92,Arabica,Other,Other,7.67,7.42,7.33,7.75,7.42,10.0,1250.0,0.0,No
825,81.92,Arabica,Taiwan,Typica,7.5,7.42,7.25,7.5,7.5,10.0,1000.0,0.11,No
826,81.92,Arabica,Mexico,Bourbon,7.58,7.25,7.58,7.5,7.25,10.0,1300.0,0.12,No
827,81.92,Arabica,Mexico,Typica,7.5,7.25,7.25,7.5,7.5,10.0,981.0,0.13,No
828,81.92,Arabica,Mexico,Other,7.5,7.25,7.5,7.33,7.33,10.0,690.0,0.14,No
829,81.92,Arabica,Mexico,Other,7.33,7.17,7.58,7.42,7.33,10.0,1650.0,0.12,No
830,81.92,Arabica,Mexico,Bourbon,7.67,7.33,7.83,7.5,7.5,10.0,1000.0,0.12,No
831,81.92,Arabica,Brazil,Other,7.42,7.25,7.5,7.33,7.5,10.0,1100.0,0.12,No
833,81.83,Arabica,Guatemala,Bourbon,7.42,7.25,7.5,7.33,7.42,10.0,157.8864,0.1,No
834,81.83,Arabica,Other,Catuai,7.25,7.5,7.33,7.67,7.42,10.0,1900.0,0.0,No
835,81.83,Arabica,Brazil,Other,7.42,7.42,7.5,7.42,7.25,10.0,973.0,0.11,No
836,81.83,Arabica,Other,Other,7.75,7.58,7.75,7.92,7.83,10.0,1250.0,0.11,No
837,81.83,Arabica,Guatemala,Bourbon,7.58,7.33,7.42,7.58,7.25,10.0,3280.0,0.1,No
838,81.83,Arabica,Brazil,Other,7.17,6.83,7.5,7.75,7.25,10.0,1.0,0.0,No
839,81.83,Arabica,Brazil,Other,7.58,6.92,6.92,7.67,7.5,10.0,1.0,0.0,No
840,81.83,Arabica,Other,Catuai,7.33,7.5,7.42,7.33,7.33,10.0,4001.0,0.0,No
841,81.83,Arabica,Mexico,Catuai,7.58,7.33,7.5,7.17,7.33,10.0,1425.0,0.11,No
842,81.83,Arabica,Other,Catuai,7.5,7.33,7.5,7.42,7.25,10.0,1400.0,0.12,No
843,81.83,Arabica,Other,Caturra,7.67,7.5,7.25,7.08,7.42,10.0,1300.0,0.09,No
844,81.83,Arabica,Taiwan,Typica,7.67,7.17,7.25,7.75,7.33,10.0,700.0,0.0,No
845,81.83,Arabica,Other,Typica,7.42,7.42,7.33,7.42,7.42,10.0,1300.0,0.11,No
846,81.83,Arabica,Other,Other,7.58,7.33,7.33,7.33,7.42,10.0,1556.0,0.13,No
847,81.83,Arabica,Brazil,Bourbon,7.33,7.25,7.17,7.83,7.33,10.0,1100.0,0.11,No
848,81.83,Arabica,Other,Caturra,7.5,7.33,7.33,7.33,7.33,10.0,1350.0,0.1,No
849,81.83,Arabica,Mexico,Typica,7.42,7.25,7.5,7.33,7.42,10.0,1550.0,0.11,No
850,81.83,Arabica,Colombia,Caturra,7.5,7.0,7.42,7.5,7.58,10.0,1775.0,0.0,No
852,81.83,Arabica,Brazil,Bourbon,7.75,7.5,7.42,7.83,7.75,9.33,1250.0,0.12,No
853,81.83,Arabica,Guatemala,Bourbon,7.83,7.33,7.33,7.67,7.83,9.33,1310.64,0.11,No
854,81.83,Arabica,Mexico,Bourbon,7.83,7.25,7.58,7.25,7.33,10.0,1500.0,0.12,No
855,81.83,Arabica,Mexico,Typica,7.33,7.25,7.5,7.5,7.5,10.0,1250.0,0.12,No
856,81.83,Arabica,Brazil,Other,7.33,7.25,7.5,7.5,7.25,10.0,925.0,0.02,No
859,81.75,Arabica,Guatemala,Bourbon,7.5,7.25,7.42,7.42,7.33,10.0,1700.0,0.11,No
860,81.75,Arabica,Other,Caturra,7.0,7.33,7.5,7.5,7.33,10.0,1040.0,0.12,No
861,81.75,Arabica,Other,Other,7.42,7.42,7.42,7.33,7.33,10.0,1600.0,0.12,No
863,81.75,Arabica,Mexico,Bourbon,7.5,7.33,7.42,7.25,7.25,10.0,774.0,0.13,No
864,81.75,Arabica,Mexico,Other,7.42,7.17,7.67,7.33,7.42,10.0,1250.0,0.13,No
865,81.75,Arabica,Mexico,Typica,7.42,7.33,7.58,7.33,7.33,10.0,1100.0,0.11,No
866,81.75,Arabica,Mexico,Caturra,7.33,7.33,7.67,7.42,7.25,10.0,1550.0,0.12,No
867,81.75,Arabica,Mexico,Typica,7.5,7.25,7.33,7.67,7.25,10.0,1650.0,0.12,No
868,81.75,Arabica,Colombia,Caturra,7.33,7.33,7.33,7.5,7.67,10.0,1750.0,0.0,No
870,81.67,Arabica,Brazil,Bourbon,7.42,7.25,7.5,7.5,7.25,10.0,890.0,0.11,No
871,81.67,Arabica,Guatemala,Bourbon,7.42,7.08,7.42,7.33,7.42,10.0,1700.0,0.1,No
872,81.67,Arabica,Guatemala,Bourbon,7.42,7.17,7.67,7.33,7.42,10.0,1219.2,0.12,No
873,81.67,Arabica,Other,Catuai,7.58,7.33,7.33,7.42,7.25,10.0,1450.0,0.11,No
877,81.67,Arabica,Brazil,Other,7.25,6.92,7.42,7.5,7.58,10.0,1.0,0.0,No
878,81.67,Arabica,Other,Other,7.42,7.25,7.42,7.5,7.42,10.0,1500.0,0.12,No
879,81.67,Arabica,Other,Other,7.33,7.5,7.25,7.42,7.33,10.0,1700.0,0.12,No
880,81.67,Arabica,Brazil,Bourbon,7.25,7.25,7.5,7.5,7.42,10.0,1260.0,0.1,No
882,81.67,Arabica,Other,Caturra,7.5,7.5,7.5,7.17,7.17,10.0,1400.0,0.1,No
883,81.67,Arabica,Other,Caturra,7.5,7.17,7.17,7.5,7.08,10.0,1850.0,0.11,No
885,81.67,Arabica,Taiwan,Typica,7.5,7.5,7.25,7.42,7.25,10.0,150.0,0.11,No
886,81.67,Arabica,Taiwan,Typica,7.58,7.33,7.42,7.33,7.33,10.0,750.0,0.11,No
887,81.67,Arabica,Mexico,Typica,7.5,7.08,7.58,7.33,7.33,10.0,1400.0,0.12,No
888,81.67,Arabica,Guatemala,Bourbon,7.5,7.33,7.33,7.33,7.33,10.0,1752.6,0.11,No
889,81.67,Arabica,Mexico,Typica,7.25,7.58,7.67,7.67,7.58,10.0,1650.0,0.13,No
890,81.67,Arabica,Mexico,Bourbon,7.67,7.17,7.75,7.5,7.25,10.0,1400.0,0.11,No
891,81.67,Arabica,Mexico,Bourbon,7.5,7.33,7.42,7.42,7.42,10.0,1200.0,0.11,No
892,81.67,Arabica,Mexico,Bourbon,7.58,7.25,7.58,7.25,7.17,10.0,1400.0,0.11,No
893,81.67,Arabica,Mexico,Caturra,7.75,7.25,7.17,7.58,7.33,10.0,940.0,0.11,No
895,81.58,Arabica,Other,Other,7.5,7.08,7.42,7.5,7.33,10.0,1200.0,0.11,No
896,81.58,Arabica,Guatemala,Bourbon,7.42,7.08,7.5,7.42,7.33,10.0,190164.0,0.12,No
897,81.58,Arabica,Taiwan,Typica,7.42,7.25,7.67,7.33,7.25,10.0,800.0,0.1,No
898,81.58,Arabica,Other,Caturra,7.58,7.5,7.17,7.08,7.58,10.0,13.0,0.12,No
899,81.58,Arabica,Other,Other,7.42,7.33,7.42,7.42,7.33,10.0,1800.0,0.12,No
900,81.58,Arabica,Other,Other,7.42,7.17,7.58,7.33,7.33,10.0,1100.0,0.13,No
901,81.58,Arabica,Taiwan,Typica,7.33,7.08,7.08,8.33,8.25,9.33,850.0,0.0,No
902,81.58,Arabica,Brazil,Other,7.42,7.33,7.33,7.5,7.25,10.0,1260.0,0.12,No
903,81.58,Arabica,Guatemala,Bourbon,7.42,7.17,7.58,7.42,7.5,10.0,1310.64,0.12,No
904,81.58,Arabica,Mexico,Typica,7.67,7.42,7.5,6.75,7.42,10.0,1400.0,0.12,No
905,81.58,Arabica,Mexico,Other,7.33,7.25,7.5,7.5,7.17,10.0,1600.0,0.11,No
906,81.58,Arabica,Mexico,Typica,7.67,7.42,7.58,7.58,7.42,8.67,1650.0,0.11,No
910,81.5,Arabica,Guatemala,Bourbon,7.67,7.17,7.42,7.33,7.42,10.0,1219.2,0.1,No
911,81.5,Arabica,Other,Caturra,7.5,7.33,7.33,7.25,7.33,10.0,1100.0,0.11,No
912,81.5,Arabica,Other,Caturra,7.5,7.33,7.42,7.17,7.25,10.0,1400.0,0.1,No
914,81.5,Arabica,Taiwan,Typica,7.5,7.33,7.08,7.58,7.25,10.0,180.0,0.12,No
915,81.5,Arabica,Other,Catuai,7.25,7.25,7.5,7.33,7.33,10.0,1219.2,0.0,No
916,81.5,Arabica,Other,Caturra,7.83,7.08,7.08,7.33,7.5,10.0,1200.0,0.12,No
917,81.5,Arabica,Other,Other,7.67,6.92,7.5,7.5,7.17,10.0,1599.0,0.12,No
918,81.5,Arabica,Guatemala,Other,7.5,7.17,7.58,7.25,7.42,10.0,1219.2,0.12,No
919,81.5,Arabica,Taiwan,Typica,7.42,7.67,7.33,7.42,7.5,9.33,900.0,0.11,No
920,81.5,Arabica,Brazil,Other,7.58,7.5,7.67,7.67,7.83,9.33,1200.0,0.0,No
921,81.5,Arabica,Other,Other,7.42,7.25,7.42,7.42,7.33,10.0,825.0,0.11,No
922,81.5,Arabica,Taiwan,Typica,7.5,7.25,7.25,7.33,7.33,10.0,600.0,0.11,No
923,81.5,Arabica,Mexico,Typica,7.33,7.17,7.42,7.5,7.5,10.0,1150.0,0.13,No
924,81.5,Arabica,Mexico,Typica,7.58,7.25,7.42,7.33,7.33,10.0,1600.0,0.12,No
925,81.5,Arabica,Mexico,Catuai,7.42,7.17,7.42,7.17,8.0,10.0,1100.0,0.12,No
926,81.5,Arabica,Mexico,Typica,7.33,7.33,7.33,7.33,7.42,10.0,1000.0,0.11,No
927,81.5,Arabica,Mexico,Bourbon,7.42,7.33,7.17,7.25,7.42,10.0,1250.0,0.13,No
928,81.5,Arabica,Mexico,Typica,7.5,7.25,7.5,7.42,7.58,10.0,1100.0,0.11,No
929,81.5,Arabica,Other,Other,7.75,7.17,7.33,7.58,7.33,10.0,1400.0,0.12,No
930,81.5,Arabica,Brazil,Bourbon,7.5,7.17,7.42,7.5,7.33,10.0,125.0,0.12,No
934,81.42,Arabica,Mexico,Other,7.58,7.08,7.33,7.5,7.33,10.0,1100.0,0.12,No
935,81.42,Arabica,Guatemala,Catuai,7.42,7.08,7.58,7.33,7.25,10.0,1371.6,0.1,No
936,81.42,Arabica,Brazil,Catuai,7.33,7.5,7.33,6.83,7.42,10.0,1100.0,0.11,No
937,81.42,Arabica,Other,Catuai,7.5,7.17,7.25,7.5,7.42,10.0,1400.0,0.12,No
938,81.42,Arabica,Taiwan,Typica,7.83,7.42,7.17,7.08,7.08,10.0,110.0,0.12,No
939,81.42,Arabica,Other,Other,7.58,7.33,7.42,7.08,7.42,10.0,1422.0,0.12,No
940,81.42,Arabica,Brazil,Bourbon,7.25,7.42,7.17,7.33,7.33,10.0,1100.0,0.0,No
941,81.42,Arabica,Guatemala,Bourbon,7.42,7.17,7.42,7.42,7.42,10.0,1550.0,0.1,No
942,81.42,Arabica,Mexico,Typica,7.67,7.25,7.17,7.25,7.42,10.0,1550.0,0.0,No
944,81.42,Arabica,Guatemala,Bourbon,7.42,7.25,7.42,7.42,7.5,10.0,1310.64,0.12,No
945,81.42,Arabica,Mexico,Caturra,7.42,7.25,7.17,7.25,7.42,10.0,763.0,0.13,No
946,81.42,Arabica,Mexico,Typica,7.42,7.25,7.25,7.5,7.33,10.0,1100.0,0.13,No
947,81.42,Arabica,Colombia,Caturra,7.5,7.25,7.17,7.17,7.75,10.0,1750.0,0.11,No
951,81.33,Arabica,Other,Caturra,7.5,7.0,7.17,7.5,7.33,10.0,1500.0,0.11,No
953,81.33,Arabica,Brazil,Catuai,7.25,7.33,7.33,7.33,7.42,10.0,1100.0,0.11,No
954,81.33,Arabica,Other,Catuai,7.58,7.17,7.42,7.17,7.17,10.0,1350.0,0.09,No
955,81.33,Arabica,Brazil,Other,7.17,7.42,7.25,7.42,7.33,10.0,1200.0,0.12,No
956,81.33,Arabica,Other,Other,7.08,7.42,7.33,7.33,7.5,10.0,1400.0,0.14,No
957,81.33,Arabica,Other,Other,7.75,7.08,7.33,7.33,7.25,10.0,1200.0,0.13,No
958,81.33,Arabica,Other,Catuai,7.33,7.17,7.33,7.5,7.33,10.0,1450.0,0.12,No
959,81.33,Arabica,Mexico,Typica,7.58,7.25,7.33,7.25,7.25,10.0,1800.0,0.13,No
960,81.33,Arabica,Mexico,Typica,7.33,7.17,7.42,7.58,7.33,10.0,1000.0,0.12,No
961,81.33,Arabica,Brazil,Catuai,7.5,7.5,7.5,7.75,7.83,9.33,1100.0,0.11,No
962,81.25,Arabica,Taiwan,Typica,7.83,7.67,7.83,7.83,7.75,10.0,680.0,0.12,No
963,81.25,Arabica,Brazil,Other,7.17,7.17,7.08,6.92,8.17,10.0,1.0,0.0,No
964,81.25,Arabica,Other,Catuai,7.08,7.33,7.17,7.42,7.25,10.0,1100.0,0.1,No
965,81.25,Arabica,Other,Catuai,7.42,7.17,7.5,7.33,7.25,10.0,1400.0,0.12,No
966,81.25,Arabica,Guatemala,Other,7.33,7.17,7.25,7.42,7.33,10.0,1700.0,0.09,No
967,81.25,Arabica,Other,Other,7.33,7.17,7.5,7.25,7.42,10.0,1700.0,0.13,No
968,81.25,Arabica,Taiwan,Typica,7.5,7.25,7.25,7.25,7.25,10.0,650.0,0.11,No
969,81.25,Arabica,Guatemala,Caturra,7.5,7.5,7.58,7.0,7.25,10.0,1524.0,0.11,No
970,81.25,Arabica,Mexico,Typica,7.42,7.33,7.33,7.5,7.42,10.0,1500.0,0.12,No
972,81.17,Arabica,Other,Bourbon,7.67,7.17,7.33,7.5,7.17,10.0,1050.0,0.12,No
973,81.17,Arabica,Mexico,Caturra,7.75,7.08,7.25,7.08,7.25,10.0,1200.0,0.12,No
974,81.17,Arabica,Other,Caturra,7.5,7.33,7.17,7.08,7.17,10.0,1300.0,0.11,No
975,81.17,Arabica,Other,Catuai,7.42,7.0,7.42,7.33,7.33,10.0,1450.0,0.13,No
