source,text,created_at,retweet_count,favorite_count
Twitter for iPhone,"Join me in Fayetteville, North Carolina tomorrow evening at 6pm. Tickets now available at: https://t.co/Z80d4MYIg8",2016-08-08 08:28:20,4073,12947
Twitter for iPhone,"#ICYMI: ""Will Media Apologize to Trump?"" https://t.co/ia7rKBmioA",2016-08-07 19:05:54,7996,18992
Twitter for Android,"Michael Morell, the lightweight former Acting Director of C.I.A., and a man who has made serious bad calls, is a total Clinton flunky!",2016-08-07 18:09:08,7653,24140
Twitter for Android,"The media is going crazy. They totally distort so many things on purpose. Crimea, nuclear, ""the baby"" and so much more. Very dishonest!",2016-08-07 16:31:46,13588,40453
Twitter for Android,I see where Mayor Stephanie Rawlings-Blake of Baltimore is pushing Crooked hard. Look at the job she has done in Baltimore. She is a joke!,2016-08-07 08:49:29,10715,33096
Twitter for iPhone,"Thank you Windham, New Hampshire! #TrumpPence16 #MAGA https://t.co/ZL4Q01Q49s",2016-08-06 21:19:37,6119,20261
Twitter for iPhone,".@Larry_Kudlow - 'Donald Trump Is the middle-class growth candidate'
https://t.co/YbqkhWNm0g",2016-08-06 21:03:39,8639,20795
Twitter for Android,"I am not just running against Crooked Hillary Clinton, I am running against the very dishonest and totally biased media - but I will win!",2016-08-06 20:53:45,28086,86560
Twitter for iPhone,"#CrookedHillary is not fit to be our next president! #TrumpPence16 
https://t.co/I0zJO2sZKk",2016-08-06 15:04:08,8283,24705
Twitter for Android,"Heading to New Hampshire - will be talking about Hillary saying her brain SHORT CIRCUITED, and other things!",2016-08-06 13:11:50,8768,28818
Twitter for Android,"Anybody whose mind ""SHORT CIRCUITS"" is not fit to be our president! Look up the word ""BRAINWASHED.""",2016-08-06 09:48:14,13487,36137
Twitter for Android,"Crooked Hillary said loudly, and for the world to see, that she ""SHORT CIRCUITED"" when answering a question on her e-mails. Very dangerous!",2016-08-06 09:24:43,13711,38789
Twitter for Android,Hillary Clinton is being badly criticized for her poor performance in answering questions. Let us all see what happens!,2016-08-06 06:53:00,9498,33662
Twitter for iPhone,"Good luck #TeamUSA
#OpeningCeremony #Rio2016 https://t.co/mS8qsQpJPh",2016-08-05 22:59:08,10444,34792
Twitter for iPhone,"'Trump is right about violent crime: It’s on the rise in major cities'
https://t.co/XbnZ5vktGk",2016-08-05 21:57:11,8333,19899
Twitter for iPhone,"Thank you Green Bay, Wisconsin! Governor @Mike_Pence and I will be back soon. #TrumpPence16 #MAGA https://t.co/qsYbyrm3UR",2016-08-05 21:44:55,5577,19740
Twitter for iPhone,"Thank you Des Moines, Iowa! Governor @Mike_Pence and I appreciate your support! #MAGA #TrumpTrain https://t.co/gr6tGqqmcm",2016-08-05 17:42:08,5826,19743
Twitter for iPhone,#MakeAmericaSafeAgain https://t.co/5yuLKyh8Q6,2016-08-05 15:03:29,14697,29013
Twitter for iPhone,"Hillary Clinton has bad judgment and is unfit to serve as President.
https://t.co/3EzG620fpT",2016-08-05 08:08:35,9080,26050
Twitter for Android,"The plane I saw on television was the hostage plane in Geneva, Switzerland, not the plane carrying $400 million in cash going to Iran!",2016-08-05 05:39:27,8647,27124
Twitter for iPhone,President Obama refuses to answer question about Iran terror funding.  I won't dodge questions as your President. https://t.co/jsAMGO3s4P,2016-08-04 21:19:22,12559,32845
Twitter for iPhone,"Obama's disastrous judgment gave us ISIS, rise of Iran, and the worst economic numbers since the Great Depression!",2016-08-04 21:19:08,13156,36873
Twitter for iPhone,President Obama should ask the DNC about how they rigged the election against Bernie.,2016-08-04 21:18:18,11824,34484
Twitter for iPhone,"See you tomorrow w/ Gov. @Mike_Pence, Iowa &amp; Wisconsin! 
3pm- https://t.co/3Hcnzj0Slx
7pm- https://t.co/sEwLWkn1Sz https://t.co/UODSMp0oTo",2016-08-04 21:16:20,4238,13711
Twitter for iPhone,"Thank you Portland, Maine! 
#MakeAmericaGreatAgain 
https://t.co/oVfF28rWL5 https://t.co/RhblAXkNPw",2016-08-04 17:42:13,5438,18060
Twitter for iPhone,Happy 226th Birthday to the United States Coast Guard. Thank you @USCG! #CoastGuardDay https://t.co/hr4O8Xgq2R,2016-08-04 14:23:41,10529,34701
Twitter for iPhone,"Great meeting all of you. This group knocked on 50K doors &amp; counting here in Maine, thank you! @MaineGOP  https://t.co/Iui1F2z9ca",2016-08-04 14:16:00,5896,19342
Twitter for iPhone,"Looking forward to IA &amp; WI with Gov. Pence, tomorrow. Join us! #MAGA
https://t.co/3Hcnzj0Slx
https://t.co/sEwLWkn1Sz https://t.co/0Ei3EdQdXB",2016-08-04 10:17:01,5719,18350
Twitter for iPhone,"Thank you Jacksonville, Florida!
#MakeAmericaGreatAgain 
https://t.co/xrTQjt9WOC https://t.co/VSnBoQYoZs",2016-08-03 21:27:52,7396,23355
Twitter for iPhone,"Thank you for your support of my candidacy! #MAGA #ImWithYou 
https://t.co/Al5bZlRFYk",2016-08-03 18:10:41,5699,20298
Twitter for iPhone,"Thank you to the amazing law enforcement officers today- in Daytona Beach, Florida! #LESM #MAGA https://t.co/QoxJf4Xzbc",2016-08-03 17:10:11,10200,34548
Twitter for iPhone,"THANK YOU Daytona Beach, Florida!
#MakeAmericaGreatAgain https://t.co/IAcLfXe463",2016-08-03 16:57:07,7440,23424
Twitter for Android,"Our incompetent Secretary of State, Hillary Clinton, was the one who started talks to give 400 million dollars, in cash, to Iran. Scandal!",2016-08-03 05:23:27,19876,47752
Twitter for Android,"There is great unity in my campaign, perhaps greater than ever before. I want to thank everyone for your tremendous support. Beat Crooked H!",2016-08-03 04:14:40,13391,48192
Twitter for Android,Great day in Virginia. Crowd was fantastic!,2016-08-02 21:51:00,5477,24854
Twitter for iPhone,My daughter @IvankaTrump will be on @Greta tonight at 7pm. Enjoy! https://t.co/QySC5PLFMy,2016-08-02 16:52:32,6051,27230
Twitter for iPhone,Report raises questions about ‘Clinton Cash’ from Russians during ‘reset' https://t.co/vVcAzY2zcp,2016-08-02 14:38:16,10972,20882
Twitter for Android,President Obama will go down as perhaps the worst president in the history of the United States!,2016-08-02 14:07:25,29648,79125
Twitter for iPhone,"#ICYMI: John Podesta’s Brother Pocketed $180,000 from Putin’s Uranium Company: https://t.co/d0LfyiBlvX https://t.co/I5fF3didZs",2016-08-02 13:27:51,8154,14435
Twitter for iPhone,#CrookedHillary https://t.co/xe0I0EmxMa,2016-08-02 13:13:10,13458,27307
Twitter for iPhone,"Join me in Florida tomorrow! 
#MakeAmericaGreatAgain 

Daytona | 3pm- 
https://t.co/jbOS2s4qGI

Jacksonville | 7pm- 
https://t.co/XSF1kp7R54",2016-08-02 13:00:06,3513,10261
Twitter for iPhone,STATEMENT IN RESPONSE TO PRESIDENT OBAMA'S FAILED LEADERSHIP: https://t.co/SPgFIFuSO7,2016-08-02 12:47:19,7492,16577
Twitter for iPhone,Thank you Virginia! #ImWithYou https://t.co/9inCh1BVwM,2016-08-02 11:57:16,5026,17499
Twitter for iPhone,The Washington Post calls out #CrookedHillary for what she REALLY is. A PATHOLOGICAL LIAR! Watch that nose grow! https://t.co/FsrUGByuuD,2016-08-02 05:24:03,26470,50467
Twitter for iPhone,Great afternoon in Ohio &amp; a great evening in Pennsylvania - departing now. See you tomorrow Virginia! https://t.co/jQTQYBFpdb,2016-08-01 21:22:42,15732,62226
Twitter for iPhone,"Just leaving Mechanicsburg, PA. Incredible crowd-- so enthusiastic! Will be back soon. #MAGA https://t.co/RbuXfDZ5w9",2016-08-01 20:58:48,7160,24701
Twitter for iPhone,Vast numbers of manufacturing jobs in Pennsylvania have moved to Mexico and other countries. That will end when I win!,2016-08-01 20:33:45,8482,27043
Twitter for iPhone,"Thanks to @pnehlen for your kind words, very much appreciated.",2016-08-01 18:25:11,5190,16693
Twitter for iPhone,"Join me in Florida on Wednesday! Daytona &amp; Jacksonville:

Daytona | 3pm- https://t.co/rJjYUbwiLL
Jacksonville | 7pm- https://t.co/zfxeNbr1nq",2016-08-01 18:02:59,3902,11604
Twitter for iPhone,"During the GOP convention, CNN cut away from the victims of illegal immigrant violence. They don’t want them heard. https://t.co/EHRiLkQDWD",2016-08-01 17:54:27,10634,20597
Twitter for iPhone,When will CNN do a segment on Hillary’s plan to increase Syrian refugees 550% and how much it will cost?,2016-08-01 17:52:39,11998,28560
Twitter for iPhone,Hillary Clinton raked in money from regimes that horribly oppress women and gays &amp; refuses to speak out against Radical Islam.,2016-08-01 17:52:00,11023,26920
Twitter for iPhone,"Hillary, whose decisions have led to the deaths of many, accepted $ from a business linked to ISIS. Silence at CNN. https://t.co/gJYSSXtpaz",2016-08-01 17:46:28,12988,23849
Twitter for iPhone,Crooked Hillary Clinton is 100% owned by her donors. #ImWithYou #MAGA https://t.co/iYM3CCWS2z,2016-08-01 16:42:57,16502,36294
Twitter for iPhone,"Thank you Columbus, Ohio! I will be back soon. #ImWithYou #MAGA https://t.co/vMf1EPJp4r",2016-08-01 15:42:50,4844,17489
Twitter for iPhone,"Thank you Oklahoma &amp; Virginia! 
#MakeAmericaGreatAgain #ImWithYou https://t.co/WUdY7feRvV",2016-08-01 15:40:27,9060,25878
Twitter for iPhone,People believe CNN these days almost as little as they believe Hillary....that's really saying something!,2016-08-01 13:47:54,9258,29378
Twitter for iPhone,"The people who support Hillary sit behind CNN anchor chairs, or headline fundraisers - those disconnected from real life.",2016-08-01 13:46:58,7843,23018
Twitter for iPhone,Will CNN send its cameras to the border to show the massive unreported crisis now unfolding -- or are they worried it will hurt Hillary?,2016-08-01 13:45:22,11327,32492
Twitter for iPhone,When will we see stories from CNN on Clinton Foundation corruption and Hillary's pay-for-play at State Department?,2016-08-01 13:44:04,12425,30613
Twitter for iPhone,"CNN anchors are completely out of touch with everyday people worried about rising crime, failing schools and vanishing jobs.",2016-08-01 13:43:25,7939,25428
Twitter for iPhone,CNN will soon be the least trusted name in news if they continue to be the press shop for Hillary Clinton.,2016-08-01 13:42:50,9633,28130
Twitter for iPhone,"Join Governor Mike Pence in Reno, Nevada- tonight at 7pm! Tickets available at: https://t.co/4nLjRGyFYw",2016-08-01 09:52:50,3706,12094
Twitter for iPhone,"#CrookedHillary 
https://t.co/oHI6xrDJU0",2016-08-01 09:48:22,8663,19333
Twitter for Android,"So with all of the Obama tough talk on Russia and the Ukraine, they have already taken Crimea and continue to push. That's what I said!",2016-08-01 08:03:02,6605,21055
Twitter for Android,"When I said in an interview that Putin is ""not going into Ukraine, you can mark it down,"" I am saying if I am President. Already in Crimea!",2016-08-01 07:50:32,5852,18780
Twitter for Android,"This story is not about Mr. Khan, who is all over the place doing interviews, but rather RADICAL ISLAMIC TERRORISM and the U.S. Get smart!",2016-08-01 06:27:43,12268,34732
Twitter for Android,"Mr. Khan, who does not know me, viciously attacked me from the stage of the DNC and is now all over T.V. doing the same - Nice!",2016-08-01 06:10:51,8769,27971
Twitter for Android,"Wow, it is unbelievable how distorted, one-sided and biased the media is against us. The failing @nytimes is a joke. @CNN is laughable!",2016-07-31 19:57:15,14461,45154
Twitter for Android,"The dishonest media is fawning over the Democratic Convention. I wonder why, then, my speech had millions of more viewers than Crooked H?",2016-07-31 15:09:00,10199,38262
Twitter for Android,"I was viciously attacked by Mr. Khan at the Democratic Convention. Am I not allowed to respond? Hillary voted for the Iraq war, not me!",2016-07-31 08:32:55,19192,58017
Twitter for Android,"Captain Khan, killed 12 years ago, was a hero, but this is about RADICAL ISLAMIC TERROR and the weakness of our ""leaders"" to eradicate it!",2016-07-31 07:57:21,15610,45116
Twitter for Android,Nielson Media Research final numbers on ACCEPTANCE SPEECH: TRUMP  32.2 MILLION.  CLINTON 27.8 MILLION.  Thank you!,2016-07-30 22:32:40,12380,41831
Twitter for Android,Thank you to all of the television viewers that made my speech at the Republican National Convention #1 over Crooked Hillary and DEMS.,2016-07-30 18:00:07,11054,45087
Twitter for Android,Can you imagine if I had the small crowds that Hillary is drawing today in Pennsylvania. It would be a major media event! @CNN @FoxNews,2016-07-30 17:28:22,10306,32563
Twitter for iPhone,"NATO commander agrees members should pay up via @dcexaminer:
https://t.co/VZLDFy707K",2016-07-30 17:24:40,7660,18837
Twitter for Android,"Wow, NATO's top commander just announced that he agrees with me that alliance members must PAY THEIR BILLS. This is a general I will like!",2016-07-30 17:18:58,11837,37175
Twitter for Android,"The ""Rust Belt"" was created by politicians like the Clintons who allowed our jobs to be stolen from us by other countries like Mexico. END!",2016-07-30 17:12:36,9004,27400
Twitter for Android,"Crooked's stop in Johnstown, Pennsylvania, where jobs have been absolutely decimated by dumb politicians, drew less than 200 - with Bill, VP",2016-07-30 17:04:14,10342,30326
Twitter for iPhone,"#CrookedHillary = Obama's third term, which would be terrible news for our economic growth - seen below. https://t.co/y9WJoUaaql",2016-07-30 16:55:48,10415,25792
Twitter for Android,Word is that Crooked Hillary has very small and unenthusiastic crowds in Pennsylvania. Perhaps it is because her husband signed NAFTA?,2016-07-30 16:51:25,8546,27708
Twitter for Android,"I turned down a meeting with Charles and David Koch. Much better for them to meet with the puppets of politics, they will do much better!",2016-07-30 15:01:32,12165,35197
Twitter for Android,"Why doesn't the media want to report that on the two ""Big Thursdays"" when Crooked Hillary and I made our speeches - Republican's won ratings",2016-07-30 14:55:26,8247,27887
Twitter for iPhone,#CrookedHillary https://t.co/xyoPFJmByp,2016-07-30 13:34:54,10758,22310
Twitter for iPhone,"Crooked Hillary Clinton is soft on crime, supports open borders, and wants massive tax hikes. A formula for disaster!",2016-07-30 13:07:07,9653,28636
Twitter for iPhone,"Violent crime is rising across the United States, yet the DNC convention ignored it. Crime reduction will be one of my top priorities.",2016-07-30 13:06:17,9226,29629
Twitter for Android,Just got back from Colorado. The love and enthusiasm at two rallies was incredible. Big crowds!,2016-07-30 11:29:17,5341,23264
Twitter for iPhone,"While I am in OH &amp; PA - you can also join @Mike_Pence in Nevada on Mon!

Carson City: https://t.co/28G3RVbFsn

Reno: https://t.co/4nLjRGyFYw",2016-07-30 09:19:56,4045,12800
Twitter for iPhone,"Join me Monday in Columbus, Ohio &amp; Harrisburg, Pennsylvania! #MAGA

3pm in OH: https://t.co/DDg0AUsqRq

7pm in PA: https://t.co/VmSLBvL43l",2016-07-30 09:05:54,3830,11547
Twitter for iPhone,American homeownership rate in Q2 2016 was 62.9% - lowest rate in 51yrs. WE will bring back the  'American Dream!' https://t.co/yI4Q8FHRjp,2016-07-30 08:35:20,10991,29003
Twitter for iPhone,We are suffering through the worst long-term unemployment in the last 70 years. I want change - Crooked Hillary Clinton does not.,2016-07-30 07:57:48,9401,28217
Twitter for iPhone,"Hillary can never win over Bernie supporters. Her foreign wars, 
NAFTA/TPP support &amp; Wall Street ties are driving away millions of votes.",2016-07-30 07:54:44,8239,25303
Twitter for iPhone,"Colorado was amazing yesterday! So much support. Our tax, trade and energy reforms will bring great jobs to Colorado and the whole country.",2016-07-30 07:53:39,4994,19853
Twitter for iPhone,"Thank you Denver, Colorado! 
#MakeAmericaGreatAgain! https://t.co/1KHrLdkOyW",2016-07-29 22:22:57,5258,18121
Twitter for iPhone,"As usual, Hillary &amp; the Dems are trying to rig the debates so 2 are up against major NFL games. Same as last time w/ Bernie. Unacceptable!",2016-07-29 22:03:43,15877,40484
Twitter for iPhone,#CrookedHillary Job Application https://t.co/CKXkAlGSiV,2016-07-29 20:01:43,17129,35901
Twitter for iPhone,Hillary Clinton should not be given national security briefings in that she is a lose cannon with extraordinarily bad judgement &amp; insticts.,2016-07-29 19:57:57,11986,38798
Twitter for iPhone,"Thank you to the amazing law enforcement officers in Colorado!
#MakeAmericaGreatAgain #LESM https://t.co/glxTQYAQiN",2016-07-29 19:34:52,9859,30802
Twitter for iPhone,Thank you Colorado Springs. Get out &amp; VOTE #TrumpPence16 in November! https://t.co/wK02fWzJey,2016-07-29 17:25:29,7682,23698
Twitter for iPhone,"Join me in Colorado Springs at 2pm- or in Denver tonight at 7pm!

Colorado Springs: https://t.co/HgFW7IRtz9

Denver: https://t.co/aE5P9jNcFC",2016-07-29 13:10:58,3101,10559
Twitter for iPhone,What Bernie Sanders really thinks of Crooked Hillary Clinton. https://t.co/VgMaAsZBep,2016-07-29 12:53:47,21679,42131
Twitter for Android,"I am watching Crooked Hillary speak. Same old stuff, our country needs change!",2016-07-29 12:43:52,6821,25206
Twitter for Android,"Wow, my campaign is hearing from more and more Bernie supporters that they will NEVER support Crooked Hillary. She sold them out, V.P. pick!",2016-07-29 12:03:56,10348,35923
Twitter for iPhone,In Hillary Clinton's America - things get worse. #TrumpPence16 https://t.co/WdHbnhhCbW,2016-07-29 11:59:58,12710,26532
Twitter for Android,The dishonest media didn't mention that Bernie Sanders was very angry looking during Crooked's speech. He wishes he didn't make that deal!,2016-07-29 11:56:30,8285,29863
Twitter for iPhone,"Thank you! 

Facebook: https://t.co/nmlRJqzA7S

Instagram: https://t.co/5gDeluaBXG https://t.co/Pw7GS8R9Gg",2016-07-29 11:34:22,6533,22509
Twitter for Android,"Crooked Hillary said that I ""couldn't handle the rough and tumble of a political campaign."" Really,I just beat 16 people and am beating her!",2016-07-29 09:14:25,17112,54467
Twitter for Android,"If Michael Bloomberg ran again for Mayor of New York, he wouldn't get 10% of the vote - they would run him out of town!  #NeverHillary",2016-07-29 09:06:38,6205,22129
Twitter for Android,"General John Allen, who I never met but spoke against me last night, failed badly in his fight against ISIS. His record = BAD  #NeverHillary",2016-07-29 08:53:31,6406,21527
Twitter for Android,Crooked Hillary Clinton mentioned me 22 times in her very long and very boring speech. Many of her statements were lies and fabrications!,2016-07-29 08:44:54,9669,34367
Twitter for iPhone,Join @mike_pence at the University of Northwestern Ohio- tonight at 7pm. Tickets: https://t.co/DvP8p7ueNU,2016-07-29 08:27:24,3178,10813
Twitter for iPhone,"CAMPAIGN STATEMENT: 
https://t.co/RNW3ED2ifR",2016-07-29 08:13:16,3863,10688
Twitter for Android,"Two policemen just shot in San Diego, one dead. It is only getting worse. People want LAW AND ORDER!",2016-07-29 08:13:07,9656,28209
Twitter for Android,"Crooked Hillary Clinton made up facts about me, and ""forgot"" to mention the many problems of our country, in her very average scream!",2016-07-29 07:51:13,8993,31936
Twitter for Android,The media coverage this morning of the very average Clinton speech and Convention is a joke. @CNN and the little watched @Morning_Joe = SAD!,2016-07-29 07:40:10,5987,20942
Twitter for iPhone,No one has worse judgement than Hillary Clinton - corruption and devastation follows her wherever she goes.,2016-07-28 22:59:04,17832,50000
Twitter for iPhone,"Hillary's wars in the Middle East have unleashed destruction, terrorism and ISIS across the world.",2016-07-28 22:57:06,13393,37221
Twitter for iPhone,"Hillary's vision is a borderless world where working people have no power, no jobs, no safety.",2016-07-28 22:54:22,17055,44066
Twitter for iPhone,Hillary will never reform Wall Street. She is owned by Wall Street!,2016-07-28 22:52:46,16417,43694
Twitter for iPhone,Our way of life is under threat by Radical Islam and Hillary Clinton cannot even bring herself to say the words.,2016-07-28 22:50:59,15125,43431
Twitter for iPhone,"Hillary's refusal to mention Radical Islam, as she pushes a 550% increase in refugees, is more proof that she is unfit to lead the country.",2016-07-28 22:47:56,20106,52224
Twitter for iPhone,"Departing now - thank you Cedar Rapids, Iowa. This is a MOVEMENT! https://t.co/ezrqVqPtta",2016-07-28 21:26:27,8052,28110
Twitter for iPhone,#CrookedHillary https://t.co/JeXFnO6e3s,2016-07-28 18:13:55,30775,56058
Twitter for iPhone,Great to be back in Iowa! #TBT with @JerryJrFalwell joining me in Davenport- this past winter. #MAGA https://t.co/A5IF0QHnic,2016-07-28 16:08:32,4355,17114
Twitter for iPhone,Median household income is down for the middle class since Obama took office. It will only go further down under Clinton.,2016-07-28 15:56:09,10672,30423
Twitter for iPhone,"A vote for Clinton-Kaine is a vote for TPP, NAFTA, high taxes, radical regulation, and massive influx of refugees.",2016-07-28 15:31:59,16928,39254
Twitter for iPhone,"AMERICA'S FUTURE
https://t.co/xymiA0Az7x",2016-07-28 15:30:18,3707,11208
Twitter for iPhone,"Our country does not feel 'great already' to the millions of wonderful people living in poverty, violence and despair.",2016-07-27 21:42:13,16975,50321
Twitter for iPhone,Shooting deaths of police officers up 78% this year. We must restore law and order and protect our great law enforcement officers!,2016-07-27 21:39:07,20466,63573
Twitter for iPhone,"Join me live in Toledo, Ohio!
#MakeAmericaGreatAgain
https://t.co/ruEvMGx4C9",2016-07-27 19:01:31,3924,14420
Twitter for iPhone,#CrookedHillary https://t.co/lwi9gqDEHE,2016-07-27 17:01:40,19490,36626
Twitter for iPhone,"Thank you Pennsylvania!
#MakeAmericaGreatAgain 
https://t.co/bbv3EhGs5x https://t.co/bbroAGTdMw",2016-07-27 16:58:43,5486,18867
Twitter for iPhone,Thank you to our amazing law enforcement officers! #MAGA https://t.co/UEZorOQhTw,2016-07-27 14:15:42,16415,46444
Twitter for iPhone,"Great new poll - thank you!
#MakeAmericaGreatAgain https://t.co/mXovx0TLPC",2016-07-27 12:16:56,13996,37931
Twitter for iPhone,"If Russia or any other country or person has Hillary Clinton's 33,000 illegally deleted emails, perhaps they should share them with the FBI!",2016-07-27 11:16:02,24164,63125
Twitter for iPhone,"Join our next Vice President, @Mike_Pence in Wisconsin tonight &amp; Michigan Thursday!

MI: https://t.co/daR2xIhCEs
WI: https://t.co/LKc7e4VZkB",2016-07-27 11:03:07,4103,13383
Twitter for Android,Not one American flag on the massive stage at the Democratic National Convention until people started complaining-then a small one. Pathetic,2016-07-27 08:01:03,29880,84336
Twitter for Android,"Our not very bright Vice President, Joe Biden, just stated that I wanted to ""carpet bomb"" the enemy. Sorry Joe, that was Ted Cruz!",2016-07-27 07:57:20,11505,37678
Twitter for Android,Crooked Hillary Clinton wants to flood our country with Syrian immigrants that we know little or nothing about. The danger is massive. NO!,2016-07-27 05:08:35,16373,54039
Twitter for Android,Hopefully the violent and vicious killing by ISIS of a beloved French priest is causing people to start thinking rationally. Get tough!,2016-07-27 05:01:39,13024,40342
Twitter for Android,The Democratic Convention has paid ZERO respect to the great police and law enforcement professionals of our country. No recognition - SAD!,2016-07-27 04:50:55,15183,45670
Twitter for Android,"Funny how the failing @nytimes is pushing Dems narrative that Russia is working for me because Putin said ""Trump is a genius."" America 1st!",2016-07-27 04:43:16,7118,25646
Twitter for Android,"As I have been saying, Crooked Hillary will approve the job killing TPP after the election, despite her statements to the contrary: top adv.",2016-07-27 04:33:52,6828,22256
Twitter for iPhone,"Just like I have warned from the beginning, Crooked Hillary Clinton will betray you on the TPP. 
https://t.co/eoNTWK6I8y",2016-07-26 22:01:04,9812,22054
Twitter for Android,Many of Bernie's supporters have left the arena. Did Bernie go home and go to sleep?,2016-07-26 21:11:47,8431,31351
Twitter for Android,"I hate to say it, but the Republican Convention was far more interesting (with a much more beautiful set) than the Democratic Convention!",2016-07-26 21:08:50,10248,46692
Twitter for Android,"No matter what Bill Clinton says and no matter how well he says it, the phony media will exclaim it to be incredible. Highly overrated!",2016-07-26 21:02:24,10817,40404
Twitter for Android,"You have no idea what my strategy on ISIS is, and neither does ISIS (a good thing). Please get your facts straight - thanks. @megynkelly",2016-07-26 20:51:45,13285,43186
Twitter for Android,"For the record, I have ZERO investments in Russia.",2016-07-26 17:50:12,11890,37587
Twitter for Android,"In order to try and deflect the horror and stupidity of the Wikileakes disaster, the Dems said maybe it is Russia dealing with Trump. Crazy!",2016-07-26 17:47:28,10005,33637
Twitter for iPhone,Dems don't want to talk ISIS b/c Hillary's foreign interventions unleashed ISIS &amp; her refugee plans make it easier for them to come here.,2016-07-26 14:48:08,13930,36537
Twitter for iPhone,"Bernie's exhausted, he just wants to shut down and go home to bed!",2016-07-26 14:27:58,7181,25824
Twitter for iPhone,The invention of email has proven to be a very bad thing for Crooked Hillary in that it has proven her to be both incompetent and a liar!,2016-07-26 14:27:43,12353,37600
Twitter for iPhone,"Thank you New Hampshire! 
#MakeAmericaGreatAgain https://t.co/KRCdV77BQp",2016-07-26 13:20:48,6390,20857
Twitter for iPhone,"Join us in Toledo, Ohio- tomorrow night at 8pm! #TrumpPence16 #MAGA
Tickets: https://t.co/ERNRrksikq https://t.co/zmGZauCnQF",2016-07-26 12:53:40,4360,14287
Twitter for iPhone,"Join us tomorrow in Scranton, Pennsylvania at 3pm!
#TrumpPence16 #MAGA 
Tickets: https://t.co/4FTydj8s9U https://t.co/7zMKhhMmhp",2016-07-26 12:43:45,4424,14503
Twitter for Android,Pocahontas bombed last night! Sad to watch.,2016-07-26 07:42:33,8404,31866
Twitter for Android,"Why aren't the Democrats speaking about ISIS, bad trade deals, broken borders, police and law and order. The Republican Convention was great",2016-07-26 07:38:27,20230,65045
Twitter for Android,"Funny, if you listen to @FoxNews, the Democrats did not have a good day. If you listen to the other two, they are fawning. What a difference",2016-07-26 07:34:19,7859,29741
Twitter for Android,"Bernie Sanders totally sold out to Crooked Hillary Clinton. All of that work, energy and money, and nothing to show for it! Waste of time.",2016-07-25 22:19:38,22979,66440
Twitter for Android,"Elizabeth Warren, often referred to as Pocahontas, just misrepresented me and spoke glowingly about Crooked Hillary, who she always hated!",2016-07-25 22:12:57,11683,42417
Twitter for iPhone,Sad to watch Bernie Sanders abandon his revolution. We welcome all voters who want to fix our rigged system and bring back our jobs.,2016-07-25 22:04:56,23360,67692
Twitter for iPhone,"If Cory Booker is the future of the Democratic Party, they have no future! I know more about Cory than he knows about himself.",2016-07-25 21:14:29,10005,34392
Twitter for Android,I was at @FoxNews and met Juan Williams in passing.  He asked if he could have pictures taken with me. I said fine. He then trashes on air!,2016-07-25 16:57:14,8264,26522
Twitter for Android,"Hard to believe that Bernie Sanders has done such a complete fold. He got NOTHING for all of the time, energy and money. The V.P. a joke!",2016-07-25 16:45:54,8923,30371
Twitter for iPhone,"While Bernie has totally given up on his fight for the people, we welcome all voters who want a better future for our workers.",2016-07-25 16:33:49,14640,44620
Twitter for iPhone,"Clinton betrayed Bernie voters. Kaine supports TPP, is in pocket of Wall Street, and backed Iraq War.",2016-07-25 16:32:59,8719,24521
Twitter for iPhone,"Thank you OHIO! #TrumpPence16
https://t.co/NOF9Td9BHs https://t.co/WPMBkYjuIm",2016-07-25 16:25:50,8117,26788
Twitter for iPhone,"Thank you Roanoke, Virginia- be back soon! #TrumpPence16
https://t.co/rwxXhfFsn1 https://t.co/HwqI2iGPDu",2016-07-25 16:24:28,4322,15956
Twitter for iPhone,"MAKE AMERICA SAFE AND GREAT AGAIN! #TrumpPence16
https://t.co/4O4yjh7X4O https://t.co/cptBaZbV1v",2016-07-25 13:57:06,10647,30736
Twitter for iPhone,"#MakeAmericaGreatAgain 
https://t.co/EXsoUOsEP4 https://t.co/3ji7a14GSw",2016-07-25 11:46:33,13238,33310
Twitter for Android,"Great POLL numbers are coming out all over. People don't want another four years of Obama, and Crooked Hillary would be even worse. #MAGA",2016-07-25 09:05:27,10427,35655
Twitter for Android,The State of Florida is so embarrassed by the antics of Crooked Hillary Clinton and Debbie Wasserman Schultz that they will vote for CHANGE!,2016-07-25 09:01:25,8078,29347
Twitter for Android,"Wow, the Republican Convention went so smoothly compared to the Dems total mess. But fear not, the dishonest media will find a good spinnnn!",2016-07-25 08:47:45,11967,41729
Twitter for Android,"Here we go again with another Clinton scandal, and e-mails yet (can you believe). Crooked Hillary knew the fix was in, B never had a chance!",2016-07-25 08:42:55,9475,30262
Twitter for Android,"Crooked Hillary Clinton knew everything that her ""servant"" was doing at the DNC - they just got caught, that's all! They laughed at Bernie.",2016-07-25 08:19:18,9121,27616
Twitter for Android,"If Bernie Sanders, after seeing the just released e-mails, continues to look exhausted and done, then his legacy will never be the same.",2016-07-25 07:27:35,5352,20157
Twitter for Android,Hillary was involved in the e-mail scandal because she is the only one with judgement so bad that such a thing could have happened!,2016-07-25 07:02:01,7590,26452
Twitter for Android,"How much BAD JUDGEMENT was on display by the people in DNC in writing those really dumb e-mails, using even religion, against Bernie!",2016-07-25 06:57:17,7098,24296
